cntry,agea,gndr,eisced,hinctnta,evmar,health,happy
BE,84,1,7,5,1,3,9
BE,57,2,4,9,1,2,8
BE,41,1,2,3,2,2,7
BE,50,2,3,5,1,2,10
BE,56,1,2,4,1,3,10
BE,57,2,6,8,1,2,9
BE,87,1,1,3,1,2,10
BE,57,2,6,6,1,2,10
BE,46,2,7,3,1,2,9
BE,50,2,6,10,1,1,9
BE,46,1,4,9,1,2,8
BE,58,2,4,2,1,2,9
BE,22,1,4,7,2,2,8
BE,40,1,4,7,2,2,8
BE,57,2,6,3,1,1,8
BE,65,1,4,2,1,2,9
BE,71,2,2,4,1,2,7
BE,26,2,6,4,2,2,7
BE,40,2,4,3,2,2,8
BE,49,2,2,3,1,3,9
BE,90,2,4,2,1,2,10
BE,36,2,7,8,2,1,7
BE,70,2,3,3,1,4,3
BE,59,1,6,7,1,2,1
BE,50,2,6,2,1,3,5
BE,34,2,4,7,1,4,7
BE,58,1,1,7,1,3,7
BE,62,1,4,7,1,2,8
BE,36,1,4,8,2,2,8
BE,72,2,1,4,1,2,8
BE,77,1,2,5,1,3,7
BE,22,1,5,6,2,2,8
BE,61,2,4,6,1,1,9
BE,60,1,6,10,1,2,9
BE,35,2,7,3,2,2,8
BE,41,1,6,9,1,1,10
BE,45,1,6,9,1,1,8
BE,21,2,6,10,2,1,9
BE,40,2,6,4,2,1,7
BE,71,1,1,5,1,2,8
BE,68,1,4,7,1,1,9
BE,66,2,6,6,1,2,10
BE,39,2,2,6,1,4,7
BE,44,1,7,9,1,1,8
BE,37,2,2,3,2,4,5
BE,65,1,2,4,1,2,8
BE,31,1,5,5,2,2,5
BE,62,1,6,4,1,3,8
BE,38,1,6,9,1,1,8
BE,36,2,7,8,1,1,10
BE,67,1,6,9,1,2,7
BE,70,2,6,7,1,2,9
BE,15,1,1,5,2,1,7
BE,51,2,5,9,1,3,5
BE,18,1,4,6,2,2,7
BE,57,1,2,7,1,2,8
BE,60,2,4,5,1,2,9
BE,28,1,4,4,2,4,8
BE,69,1,7,10,1,3,9
BE,58,1,7,10,1,2,8
BE,66,1,6,8,1,2,8
BE,54,1,6,7,1,2,8
BE,64,1,6,8,1,3,8
BE,53,1,7,10,1,1,9
BE,43,1,6,7,1,2,8
BE,52,2,7,8,1,2,8
BE,57,1,1,3,1,3,7
BE,43,2,6,3,2,3,4
BE,26,1,5,7,1,1,7
BE,46,2,2,4,1,3,4
BE,19,1,4,9,2,1,8
BE,61,1,3,5,1,2,8
BE,17,2,2,5,2,2,7
BE,65,1,1,5,1,4,6
BE,17,1,2,3,2,1,9
BE,55,1,4,8,1,2,6
BE,56,2,1,3,1,4,5
BE,67,1,1,2,1,2,8
BE,48,2,2,6,1,2,8
BE,60,2,6,6,1,2,8
BE,22,1,6,6,2,1,8
BE,25,2,6,4,2,2,5
BE,68,1,2,3,1,4,6
BE,39,1,4,5,1,3,8
BE,54,2,6,7,1,1,9
BE,39,1,5,7,1,2,6
BE,59,2,3,8,1,2,9
BE,67,1,2,5,1,2,10
BE,90,2,1,2,1,3,8
BE,66,2,2,6,1,3,7
BE,40,1,3,4,2,3,7
BE,63,2,1,4,1,3,7
BE,43,2,2,8,2,2,2
BE,33,1,3,3,2,1,10
BE,63,2,2,6,1,2,8
BE,68,1,4,8,1,1,7
BE,50,2,2,8,1,3,2
BE,43,1,7,7,1,2,10
BE,59,1,2,2,2,3,7
BE,70,1,4,4,1,4,8
BE,67,1,3,2,1,2,9
BE,78,1,1,4,1,4,9
BE,78,1,4,6,1,2,8
BE,43,1,3,6,1,2,7
BE,23,2,4,6,2,1,8
BE,25,2,5,5,1,2,10
BE,24,2,6,7,2,2,9
BE,67,2,6,4,1,4,4
BE,55,2,2,8,1,2,8
BE,25,1,4,7,2,1,9
BE,62,2,4,6,1,2,8
BE,66,2,2,4,1,2,8
BE,30,1,6,9,2,2,8
BE,51,1,7,7,1,1,6
BE,46,1,3,8,1,1,8
BE,42,2,3,9,2,3,5
BE,27,2,7,7,2,2,8
BE,59,2,7,10,1,1,9
BE,29,1,4,7,2,2,9
BE,37,1,4,7,1,2,8
BE,28,1,4,7,2,2,8
BE,52,1,7,9,1,2,8
BE,53,1,6,9,1,2,8
BE,52,1,2,7,1,3,7
BE,44,1,7,7,2,1,10
BE,44,2,6,8,1,3,7
BE,71,1,1,5,1,3,7
BE,44,2,6,8,2,2,9
BE,56,1,2,4,1,2,8
BE,76,1,7,7,1,2,8
BE,64,2,3,4,1,3,8
BE,59,2,6,4,1,1,9
BE,22,1,2,2,2,2,10
BE,30,2,5,7,2,2,8
BE,81,2,2,6,1,2,8
BE,34,1,4,7,1,2,9
BE,40,1,4,4,2,2,5
BE,62,1,4,6,1,4,10
BE,52,1,4,7,2,3,9
BE,31,1,4,7,2,2,8
BG,72,2,4,2,1,3,7
BG,63,1,7,5,1,2,5
BG,74,1,1,2,1,3,3
BG,39,2,4,7,1,3,5
BG,70,2,4,3,1,2,5
BG,52,2,4,6,1,3,7
BG,58,1,7,7,1,2,5
BG,52,1,4,6,2,2,4
BG,76,1,7,4,1,2,5
BG,35,1,2,2,2,2,4
BG,54,1,4,10,1,2,8
BG,53,1,6,10,1,2,6
BG,79,1,4,1,1,3,2
BG,59,2,2,1,1,3,6
BG,81,2,6,1,1,3,4
BG,48,1,4,7,2,1,8
BG,19,1,4,4,2,1,4
BG,47,2,2,6,2,2,7
BG,55,1,2,3,1,2,5
BG,68,1,2,3,1,2,5
BG,42,1,4,8,1,1,6
BG,81,2,7,4,1,3,7
BG,74,2,6,7,1,2,9
BG,60,1,2,1,1,3,3
BG,42,1,2,2,2,3,10
BG,40,2,4,5,1,2,5
BG,49,1,4,8,2,2,8
BG,67,1,4,7,1,3,6
BG,40,2,1,3,2,2,2
BG,63,2,4,3,1,3,4
BG,66,2,4,3,1,3,8
BG,77,2,7,3,1,2,8
BG,41,1,6,4,2,1,7
BG,68,1,4,5,1,3,7
BG,65,2,2,6,1,3,4
BG,72,2,2,7,1,4,7
BG,70,2,2,3,1,4,5
BG,74,2,2,1,1,4,7
BG,72,1,4,3,1,3,5
BG,69,1,4,2,1,2,10
BG,74,2,4,3,1,3,3
BG,67,2,4,2,1,2,7
BG,50,1,7,4,1,2,6
BG,46,1,2,5,2,1,7
BG,77,2,1,1,1,3,8
BG,42,1,4,3,1,2,8
BG,71,2,4,1,1,3,4
BG,37,2,1,2,1,2,8
BG,39,1,4,5,1,3,3
BG,79,1,1,2,1,3,5
BG,71,1,4,3,1,2,3
BG,62,2,4,4,1,2,6
BG,45,2,2,2,2,2,3
BG,19,2,4,5,2,1,10
BG,43,2,2,1,2,2,2
BG,70,2,2,2,1,3,10
BG,70,2,6,4,1,2,0
BG,57,1,7,10,1,2,7
BG,61,1,2,4,1,3,5
BG,53,1,1,1,1,3,4
BG,79,2,6,1,1,3,5
BG,80,1,4,4,1,2,3
BG,38,1,4,4,2,3,1
BG,70,2,1,2,1,3,6
BG,54,2,2,1,1,3,10
BG,78,2,6,1,1,2,4
BG,42,2,2,4,2,2,4
BG,76,1,4,5,1,3,3
BG,24,1,6,7,2,1,5
BG,65,2,2,1,1,3,0
BG,65,2,2,3,1,3,5
BG,44,1,4,7,1,2,5
BG,71,1,4,2,1,3,5
BG,55,2,4,2,1,3,5
BG,64,2,7,8,1,3,5
BG,62,1,2,2,1,5,3
BG,67,1,4,3,1,2,5
BG,17,2,2,5,2,2,8
BG,69,2,4,2,1,3,1
BG,56,1,2,3,1,2,6
BG,61,2,4,2,1,3,5
BG,17,1,2,6,1,1,8
BG,53,2,4,6,1,3,5
BG,80,1,4,3,1,4,0
BG,70,2,2,2,1,3,8
BG,70,1,4,3,1,3,7
BG,77,2,2,2,1,3,3
BG,74,2,4,4,1,3,2
BG,76,1,4,4,1,3,5
BG,62,2,1,1,1,3,0
BG,80,2,4,2,1,4,7
BG,44,2,2,2,1,2,5
BG,17,1,2,3,2,2,10
BG,74,1,7,8,1,2,8
BG,21,2,4,8,2,1,10
BG,62,2,1,1,1,5,0
BG,65,2,4,2,1,2,8
BG,21,2,4,2,2,1,9
BG,30,1,4,3,1,3,8
BG,40,1,5,8,1,2,7
BG,42,2,4,4,1,2,6
BG,64,1,4,4,1,2,4
BG,75,2,6,6,1,3,5
BG,45,2,2,7,1,2,6
BG,28,1,2,3,1,2,5
BG,40,2,2,4,1,2,5
BG,33,2,4,7,2,1,7
BG,63,2,4,5,1,2,8
BG,57,2,2,2,1,3,3
BG,70,1,4,4,1,3,2
BG,47,1,4,3,1,2,0
BG,65,2,4,2,1,3,0
BG,49,2,4,8,1,2,10
BG,56,2,7,10,1,2,6
BG,74,2,7,4,1,4,3
BG,69,1,7,2,1,2,5
BG,56,1,4,2,1,3,4
BG,66,1,1,2,1,3,2
BG,70,2,4,3,1,3,2
BG,50,1,7,4,1,2,10
BG,39,2,2,4,1,2,5
BG,62,2,4,3,1,3,6
BG,55,2,4,3,1,2,6
BG,40,1,4,8,1,1,9
BG,55,2,4,7,2,2,4
BG,81,1,6,1,1,5,3
BG,54,1,7,9,1,3,8
BG,50,2,6,5,1,2,7
BG,57,1,4,3,2,2,8
BG,79,2,4,2,1,4,2
BG,44,2,7,8,1,5,3
BG,32,2,7,10,1,1,8
BG,68,1,7,9,1,2,6
BG,78,2,2,1,1,4,2
BG,22,1,4,5,2,1,9
BG,71,2,1,1,1,3,3
BG,80,1,4,4,1,2,5
BG,48,2,1,4,1,2,4
BG,31,2,7,5,2,2,6
BG,43,1,4,4,1,1,7
BG,50,2,7,7,1,2,7
BG,84,1,6,2,1,5,3
BG,70,2,2,1,1,2,4
BG,27,2,7,9,2,2,3
BG,38,1,4,6,1,1,8
BG,70,1,4,2,1,4,6
BG,31,2,7,5,1,2,6
BG,16,2,2,4,1,2,8
BG,73,1,4,3,1,2,5
BG,75,1,6,2,1,3,3
BG,31,1,4,3,2,1,10
BG,74,1,4,2,1,4,1
BG,38,2,1,4,1,2,3
BG,42,2,2,7,1,2,6
BG,79,2,2,4,1,3,4
BG,59,2,4,4,1,1,6
BG,40,2,4,6,1,1,6
BG,35,1,4,7,1,3,7
BG,55,2,7,8,1,2,8
BG,63,1,4,7,1,2,7
BG,31,1,4,3,2,2,8
BG,46,2,4,5,2,3,4
BG,72,2,5,1,1,2,7
BG,62,2,7,7,1,2,6
BG,61,2,4,1,1,4,1
BG,41,1,2,5,2,1,3
BG,45,2,2,4,1,1,8
BG,15,2,2,1,2,1,8
BG,58,2,2,2,1,3,3
BG,80,2,4,2,1,4,6
BG,71,2,2,4,1,3,2
BG,17,1,2,3,2,1,10
BG,50,2,7,10,1,2,7
BG,79,1,2,2,1,3,3
BG,85,1,4,5,1,3,5
BG,62,1,1,4,1,5,3
BG,38,1,6,7,1,1,8
BG,35,2,7,9,2,1,3
BG,74,2,7,3,1,3,5
BG,62,2,4,3,1,3,1
BG,41,2,4,3,1,2,5
BG,73,2,4,2,1,3,7
BG,88,2,2,1,1,3,4
BG,69,2,1,2,1,3,0
BG,72,1,2,3,1,3,5
BG,86,2,4,3,1,3,2
BG,46,2,4,5,1,2,6
BG,87,1,4,2,1,3,7
BG,56,2,4,1,1,2,5
BG,26,2,7,8,2,2,8
BG,55,2,4,5,1,5,3
BG,54,1,4,5,1,2,10
BG,68,2,4,1,2,3,6
BG,49,2,2,3,1,3,9
BG,78,1,4,6,1,2,7
BG,65,2,7,9,1,2,7
BG,32,1,4,3,2,1,5
BG,68,1,2,4,1,2,7
BG,49,2,7,7,1,1,10
BG,50,1,4,4,1,3,9
BG,83,2,1,1,1,4,5
BG,43,2,4,3,1,1,7
BG,64,2,7,3,1,2,6
BG,69,2,4,5,1,3,8
BG,57,1,4,6,1,2,8
BG,56,2,4,3,1,2,7
BG,44,1,4,6,2,2,5
BG,43,2,7,6,1,3,6
BG,44,2,4,8,2,3,0
BG,77,1,4,6,1,3,7
BG,42,2,4,7,1,2,4
BG,73,1,4,4,1,3,3
BG,43,2,2,2,1,2,7
BG,77,2,4,4,1,2,7
BG,54,2,4,7,1,3,4
BG,43,2,4,7,1,2,9
BG,48,1,4,7,1,2,4
BG,71,2,4,3,1,3,4
BG,39,1,1,3,2,2,5
BG,62,1,4,9,1,3,3
BG,41,1,5,8,2,1,10
BG,82,2,2,3,1,3,5
BG,43,2,7,4,1,1,5
BG,59,1,4,4,1,2,7
BG,71,1,2,2,1,3,2
BG,45,1,6,3,1,2,7
BG,40,2,6,8,1,2,8
BG,71,1,4,3,1,4,3
BG,83,1,4,1,1,3,2
BG,72,2,2,2,1,3,6
BG,50,2,4,6,1,2,6
BG,43,1,1,2,2,2,4
BG,28,2,7,10,1,2,8
BG,49,2,4,7,1,2,8
BG,63,1,2,4,1,3,5
BG,90,1,2,1,1,4,2
BG,66,2,6,3,1,2,5
BG,69,2,6,1,1,4,5
BG,41,1,7,10,2,2,8
BG,63,1,6,4,1,2,10
BG,56,2,5,4,1,2,5
BG,69,2,4,6,1,2,7
BG,62,1,4,3,2,3,3
BG,26,1,2,2,2,2,5
BG,44,2,4,6,2,2,6
BG,36,2,4,5,1,3,8
BG,27,1,2,9,2,2,7
BG,75,1,2,2,1,2,8
BG,15,2,2,5,2,1,7
BG,84,2,4,1,1,4,7
BG,46,1,4,5,1,1,5
BG,60,2,4,5,1,3,2
BG,71,2,2,4,1,3,10
BG,63,1,4,8,1,3,2
BG,18,1,2,6,2,1,8
BG,77,1,2,2,1,3,6
BG,39,1,4,9,1,2,8
BG,16,2,2,5,2,2,4
BG,36,1,1,6,1,1,7
BG,42,2,7,9,1,2,5
BG,67,1,4,4,1,3,9
BG,66,2,4,1,1,4,1
BG,31,2,1,1,2,3,2
BG,64,2,4,4,1,3,7
BG,49,2,7,4,2,2,6
BG,73,1,4,3,1,3,5
BG,24,2,4,2,2,1,1
BG,61,2,4,7,1,1,8
BG,75,1,1,2,1,4,4
BG,61,2,4,1,1,2,3
BG,57,2,2,3,1,3,3
BG,73,2,4,3,1,3,4
BG,72,2,4,3,1,4,0
BG,46,2,2,7,2,2,10
BG,68,1,4,2,1,4,3
BG,46,1,2,4,1,2,5
BG,33,2,4,3,2,2,6
BG,28,1,4,8,2,1,9
BG,75,1,4,7,1,3,10
BG,33,2,7,9,2,3,6
BG,70,1,2,6,1,2,8
BG,72,1,4,2,1,3,3
BG,34,1,4,5,1,2,6
BG,49,2,4,7,1,2,6
BG,46,2,4,2,1,1,6
BG,63,1,7,5,1,2,4
BG,55,2,6,9,1,1,10
BG,87,1,2,1,1,3,5
BG,64,2,2,1,1,2,3
BG,73,2,4,2,1,2,6
BG,68,2,4,2,1,3,7
BG,24,1,4,5,2,1,7
BG,51,2,7,10,1,2,8
BG,70,1,7,8,1,2,9
BG,43,1,7,6,2,2,8
BG,77,1,2,2,1,3,5
BG,43,2,7,10,1,2,5
BG,79,1,4,2,1,4,5
BG,80,2,4,1,1,4,2
BG,50,2,7,10,1,1,7
BG,51,1,7,9,2,1,9
BG,43,1,1,3,2,5,1
BG,71,1,4,2,1,2,7
BG,70,1,2,2,1,3,8
BG,45,2,4,4,1,2,5
BG,39,1,4,5,2,2,10
BG,63,2,4,2,1,4,0
BG,54,1,6,1,1,3,0
BG,32,2,4,3,2,2,7
BG,32,1,2,7,2,2,3
BG,63,1,7,9,1,2,8
BG,59,2,2,3,1,4,2
BG,63,1,2,2,1,3,0
BG,70,1,7,6,1,3,5
BG,79,1,2,2,1,5,2
BG,46,1,4,3,1,2,4
BG,42,2,4,6,2,1,6
BG,86,1,2,1,1,4,4
BG,30,2,4,3,2,3,10
BG,75,2,2,2,1,4,1
BG,48,1,4,5,2,2,5
BG,31,1,4,6,1,1,4
BG,55,2,4,7,1,2,6
BG,42,2,6,5,1,1,9
BG,77,2,1,6,1,3,9
BG,64,2,7,6,1,3,4
BG,21,2,4,10,2,2,8
BG,36,2,4,9,1,2,5
BG,22,1,4,7,2,2,6
BG,59,1,4,5,2,2,7
BG,54,2,7,7,1,2,9
BG,42,1,4,4,2,2,8
BG,58,2,4,9,1,3,2
BG,36,1,4,5,2,2,5
BG,62,2,7,1,2,4,8
BG,47,2,4,8,1,1,8
BG,44,2,2,2,1,2,6
BG,46,2,4,7,1,1,9
BG,44,1,4,4,1,2,4
BG,53,1,4,6,1,4,1
BG,60,2,4,3,1,3,5
BG,66,2,2,1,1,2,8
BG,48,1,2,3,1,2,5
BG,42,2,2,1,1,3,3
BG,48,1,2,3,1,2,5
BG,69,2,4,2,1,3,3
BG,64,2,7,2,1,3,4
BG,75,2,4,4,1,3,6
BG,58,1,4,10,1,3,7
BG,63,1,4,1,1,4,4
BG,83,1,2,3,2,3,4
BG,24,2,6,10,2,3,8
BG,66,1,1,1,1,3,4
BG,39,2,4,4,2,2,6
BG,30,2,4,7,1,2,3
BG,53,2,2,1,1,2,5
BG,43,1,4,5,2,2,5
BG,31,2,2,6,1,2,8
BG,67,1,4,4,1,3,6
BG,53,2,4,4,1,3,5
BG,69,2,2,6,1,2,2
BG,45,1,7,7,1,1,7
BG,67,2,7,4,1,3,8
BG,39,2,7,3,1,1,4
BG,46,1,4,9,1,2,8
BG,21,2,4,3,2,1,9
BG,77,2,4,5,1,3,4
BG,88,2,2,1,1,4,2
BG,52,1,4,7,1,2,8
BG,80,2,2,1,2,4,5
BG,44,2,2,3,1,3,5
BG,20,2,4,2,2,1,9
BG,85,2,2,1,1,3,6
BG,61,1,2,1,1,3,6
BG,41,2,7,4,1,1,7
BG,46,1,4,8,1,1,8
BG,69,2,2,1,1,3,7
BG,83,2,2,1,1,4,2
BG,41,2,1,1,2,4,0
BG,44,2,7,7,1,2,8
BG,37,2,1,5,2,3,8
BG,56,2,4,9,1,2,2
BG,50,1,4,8,1,3,7
BG,52,1,4,3,2,1,6
BG,71,2,2,3,1,2,4
BG,69,1,2,2,1,3,5
BG,75,1,5,5,1,3,5
BG,27,2,4,2,1,2,10
BG,57,2,4,6,1,1,8
BG,90,2,1,8,1,4,5
BG,65,2,7,6,1,2,7
BG,32,1,4,5,2,2,8
BG,37,2,5,7,1,2,5
BG,60,1,4,1,1,4,0
BG,74,2,6,4,1,3,4
BG,37,2,4,7,1,1,9
BG,54,1,4,9,1,2,7
BG,72,2,4,1,1,2,9
BG,43,2,4,6,1,2,5
BG,53,2,7,8,1,3,7
BG,65,2,4,3,1,3,5
BG,40,1,4,7,2,1,2
BG,72,1,2,1,1,2,8
BG,60,2,2,3,1,2,4
BG,37,1,1,3,2,1,2
BG,39,1,4,7,1,1,9
BG,32,2,6,3,2,1,9
BG,88,2,2,1,1,5,3
BG,46,1,4,6,1,2,7
BG,48,1,2,3,1,4,5
BG,64,2,2,2,1,3,1
BG,31,1,4,5,1,1,6
BG,72,2,2,1,1,3,4
BG,77,1,4,1,1,4,5
BG,71,2,2,3,1,3,4
BG,70,2,4,2,1,2,5
BG,59,1,4,5,1,2,7
BG,56,2,4,4,1,3,5
BG,59,2,7,8,1,2,6
BG,76,2,5,1,1,4,5
BG,15,1,2,5,2,1,7
BG,74,2,1,3,1,4,7
BG,75,1,4,4,1,4,7
BG,53,2,6,10,1,2,7
BG,43,2,6,8,1,2,8
BG,60,2,6,5,1,2,8
BG,66,2,2,2,1,3,5
BG,47,2,4,7,1,1,8
BG,56,2,4,6,1,2,6
BG,69,2,1,2,1,2,5
BG,41,2,4,3,1,2,5
BG,78,2,2,1,1,4,0
BG,37,1,4,5,1,1,10
BG,33,2,1,3,2,2,4
BG,74,1,4,3,1,3,8
BG,74,1,4,4,1,2,8
BG,61,1,4,3,1,2,6
BG,53,1,2,9,1,2,6
BG,71,2,1,1,1,4,2
BG,80,1,4,3,1,4,5
BG,37,2,4,2,2,2,5
BG,53,2,4,10,1,4,8
BG,44,1,4,4,1,2,7
BG,72,2,4,1,1,3,0
BG,32,2,2,3,2,2,4
BG,40,2,4,4,1,2,5
BG,54,1,4,7,1,3,7
BG,61,1,4,5,1,3,10
BG,44,2,4,3,1,3,5
BG,62,2,2,2,1,4,0
BG,90,2,6,1,1,3,8
BG,17,1,2,2,2,1,6
BG,18,1,2,5,2,2,8
BG,68,1,4,2,1,2,4
BG,37,1,2,1,1,1,6
BG,71,1,7,5,1,3,6
BG,70,2,4,4,1,2,1
BG,16,1,2,5,2,1,6
BG,29,1,4,3,1,1,3
BG,39,2,4,9,1,1,7
BG,83,1,2,4,1,3,5
BG,55,1,4,9,1,2,5
BG,39,1,4,3,1,2,7
BG,71,2,4,3,1,3,9
BG,68,1,4,5,1,2,3
BG,55,2,4,2,1,4,10
BG,52,2,4,5,1,2,7
BG,45,2,7,8,1,2,7
BG,51,2,4,9,1,3,5
BG,54,1,4,8,1,3,4
BG,42,1,4,7,2,2,7
BG,48,2,4,7,1,2,8
BG,77,1,2,4,1,3,5
BG,54,2,7,6,1,3,5
BG,59,1,4,6,1,2,5
BG,68,2,4,1,1,2,6
BG,38,2,4,3,1,1,5
BG,53,1,4,6,1,1,7
BG,81,1,2,2,1,4,8
BG,79,2,1,1,1,5,0
BG,40,1,4,1,2,2,5
BG,17,2,2,7,2,1,6
BG,32,1,4,6,2,3,5
BG,31,2,4,2,2,1,6
BG,89,2,1,1,1,3,10
BG,45,2,1,2,1,2,6
BG,55,1,4,8,1,2,7
BG,45,1,2,3,1,2,7
BG,20,1,4,9,2,1,9
BG,59,1,2,1,1,4,0
BG,67,1,4,1,1,3,5
BG,30,1,4,4,2,2,8
BG,60,2,2,3,1,2,8
BG,57,1,4,6,1,2,8
BG,54,2,4,8,1,4,10
BG,53,1,4,4,1,2,7
BG,74,1,4,7,1,2,5
BG,50,1,4,5,1,2,5
BG,62,2,4,5,1,2,8
BG,84,1,4,2,1,3,7
BG,73,1,2,2,1,3,3
BG,72,1,4,2,1,2,6
BG,21,1,4,4,1,2,8
BG,18,1,1,4,2,1,0
BG,71,1,7,5,1,3,6
BG,61,2,4,2,1,2,2
BG,62,1,4,3,1,5,0
BG,66,2,4,3,1,2,8
BG,80,2,2,3,1,4,2
BG,63,1,2,2,1,3,3
BG,58,2,7,5,1,2,4
BG,54,2,4,1,1,2,8
BG,49,1,4,4,2,1,6
BG,56,1,4,4,1,2,2
BG,80,2,4,1,1,3,4
BG,32,1,1,4,2,2,5
BG,44,1,4,6,2,1,7
BG,63,1,2,3,1,2,5
BG,54,2,7,5,1,2,4
BG,50,1,7,7,1,2,6
BG,23,1,6,3,2,1,7
BG,84,2,1,1,1,3,7
BG,64,2,2,2,1,3,7
BG,85,1,4,5,1,2,8
BG,69,1,4,9,1,3,3
BG,55,1,4,1,1,3,6
BG,64,1,1,1,1,2,6
BG,84,2,1,1,1,3,2
BG,72,1,4,1,1,4,4
BG,67,2,4,7,1,2,8
BG,61,2,4,3,1,3,2
BG,61,2,4,2,1,3,2
BG,59,1,4,5,1,2,6
BG,37,1,7,8,1,2,9
BG,75,2,4,1,1,4,6
BG,57,1,4,7,1,3,4
BG,69,2,5,2,1,2,6
BG,57,1,4,8,1,2,4
BG,71,1,4,2,1,2,6
BG,53,1,4,8,1,2,6
BG,70,1,7,4,1,2,2
BG,71,2,2,6,1,5,6
BG,78,1,6,3,1,3,4
BG,27,2,4,9,1,2,6
BG,72,2,2,1,1,3,3
BG,32,2,4,4,2,2,7
BG,64,2,4,3,1,3,4
BG,65,2,7,3,1,2,7
BG,82,2,1,9,1,3,7
BG,18,2,2,4,2,1,10
BG,63,2,4,9,1,3,4
BG,37,1,2,5,2,2,5
BG,87,2,2,1,1,3,2
BG,21,1,4,3,2,1,10
BG,49,2,4,2,1,2,1
BG,79,1,4,3,1,5,5
BG,72,2,4,1,1,2,7
BG,28,2,4,6,1,2,6
BG,59,1,4,5,2,3,7
BG,45,2,4,8,1,2,5
BG,59,1,4,7,1,2,9
BG,64,2,7,2,1,2,2
BG,82,2,1,7,1,3,2
BG,74,1,4,2,1,2,6
BG,61,2,4,3,1,2,5
BG,47,1,7,9,1,3,8
BG,69,1,4,1,1,3,4
BG,70,2,4,4,1,3,7
BG,75,2,2,1,1,3,0
BG,42,1,4,5,1,2,5
BG,62,2,4,4,1,3,7
BG,45,2,4,1,1,2,7
BG,76,2,7,4,1,2,7
BG,22,2,4,5,2,2,7
BG,18,2,2,6,2,1,10
BG,34,2,7,7,2,2,6
BG,58,1,4,5,1,2,7
BG,16,2,2,3,1,1,6
BG,75,2,7,5,1,3,5
BG,29,2,4,9,2,2,6
BG,72,1,5,2,1,3,4
BG,45,2,4,8,1,2,8
BG,41,2,4,6,1,1,8
BG,23,2,4,10,1,1,9
BG,49,2,7,10,1,1,8
BG,90,2,1,1,1,3,4
BG,58,2,2,1,1,3,5
BG,76,2,4,1,1,4,1
BG,71,2,4,4,1,3,4
BG,39,1,4,4,1,2,6
BG,52,2,4,7,1,2,6
BG,63,2,4,2,1,3,3
BG,69,1,2,3,1,4,2
BG,41,2,2,3,1,3,10
BG,70,2,6,2,1,3,5
BG,47,2,2,2,2,3,4
BG,49,1,7,7,1,2,6
BG,58,1,4,6,1,3,1
BG,71,2,2,1,1,3,2
BG,57,2,2,2,1,2,5
BG,73,2,4,1,1,4,7
BG,71,2,2,3,1,4,1
BG,56,2,2,3,1,2,5
BG,32,1,7,9,1,2,6
BG,65,2,2,2,1,2,0
BG,43,1,4,4,2,3,5
BG,71,2,2,2,1,4,5
BG,82,2,4,8,1,3,7
BG,86,2,4,1,1,5,3
BG,68,1,4,4,1,3,5
BG,78,2,2,1,1,5,0
BG,48,1,4,5,2,2,5
BG,65,2,4,3,1,3,2
BG,31,1,6,8,2,2,7
BG,57,2,2,1,1,2,7
BG,48,2,2,2,1,4,8
BG,54,1,4,6,1,3,3
BG,74,1,6,2,1,2,6
BG,36,1,6,7,1,2,9
BG,69,1,4,3,1,3,7
BG,28,1,4,6,2,1,8
BG,61,2,4,2,1,2,5
BG,65,1,2,4,1,2,5
BG,58,2,2,1,1,2,7
BG,15,1,2,1,1,1,10
BG,45,2,4,3,2,2,9
BG,23,2,4,4,2,1,10
BG,83,2,2,6,1,3,4
BG,46,1,4,5,2,2,5
BG,71,2,4,1,1,3,8
BG,30,2,4,8,1,2,8
BG,55,1,7,4,1,2,5
BG,87,2,6,1,1,4,5
BG,45,1,2,2,2,2,5
BG,65,2,4,1,1,4,0
BG,86,1,7,2,1,3,1
BG,57,2,4,6,1,1,8
BG,39,2,2,7,1,2,6
BG,20,1,2,3,1,2,6
BG,54,1,2,7,1,2,7
BG,48,2,7,10,1,1,8
BG,86,2,1,1,1,3,3
BG,70,2,2,1,1,3,5
BG,44,2,7,5,2,2,6
BG,62,2,4,4,1,2,5
BG,86,2,4,4,1,3,5
BG,74,2,7,2,1,4,5
BG,66,1,4,2,1,3,4
BG,63,1,7,3,1,3,0
BG,60,2,4,5,1,2,8
BG,88,1,2,7,1,4,6
BG,61,1,4,3,2,2,4
BG,27,2,7,9,2,1,10
BG,55,1,4,3,1,2,7
BG,58,2,7,4,1,3,5
BG,50,2,6,10,1,2,6
BG,43,2,1,3,2,2,3
BG,56,1,6,5,2,2,6
BG,74,2,4,2,1,4,5
BG,33,2,6,8,2,1,7
BG,65,2,2,3,1,2,5
BG,43,1,1,5,2,1,10
BG,69,1,4,5,1,3,5
BG,64,1,6,8,1,2,7
BG,76,1,2,1,1,4,8
BG,60,1,5,6,1,2,9
BG,74,2,1,1,1,5,1
BG,38,2,6,7,1,1,6
BG,27,1,4,3,2,3,2
BG,19,2,1,1,2,2,2
BG,45,2,4,5,1,2,6
BG,70,2,4,2,1,3,4
BG,83,2,2,1,1,3,4
BG,56,2,4,5,1,3,4
BG,52,2,4,6,1,2,8
BG,36,1,4,4,2,2,5
BG,74,2,6,4,1,3,4
BG,29,1,7,10,2,1,5
BG,62,2,4,2,1,3,10
BG,23,1,4,4,2,2,8
BG,80,1,2,2,1,3,1
