cntry,agea,gndr,eisced,hinctnta,evmar,health,happy
SK,72,1,2,2,2,2,10
SK,24,2,3,9,2,2,3
SK,44,1,4,8,1,2,7
SK,75,1,3,2,1,3,5
SK,64,2,4,7,1,3,7
SK,21,1,3,10,2,1,8
SK,63,2,3,3,1,2,5
SK,65,2,7,7,1,2,9
SK,66,2,3,2,1,2,7
SK,59,1,3,1,2,3,9
SK,76,1,3,3,1,3,9
SK,79,1,3,5,1,4,7
SK,44,2,3,7,1,2,8
SK,41,1,4,4,2,3,4
SK,18,2,2,6,2,2,10
SK,67,2,7,6,1,2,10
SK,26,1,3,2,1,1,5
SK,47,2,7,10,1,1,9
SK,70,1,3,2,1,2,7
SK,43,2,4,10,1,2,10
SK,61,2,4,5,1,2,7
SK,40,2,4,6,1,1,10
SK,53,2,4,9,1,2,8
SK,65,2,2,4,1,3,8
SK,52,1,6,8,1,2,6
SK,58,2,3,5,1,4,4
SK,64,1,5,4,1,3,5
SK,66,2,7,6,1,3,6
SK,72,1,3,6,1,3,6
SK,50,1,3,9,1,3,5
SK,55,1,3,1,1,4,2
SK,60,1,4,7,1,2,5
SK,60,1,3,6,1,2,6
SK,45,2,4,6,1,2,7
SK,29,2,4,3,1,4,4
SK,79,1,3,2,1,3,8
SK,63,2,5,3,1,2,5
SK,87,2,1,3,1,4,2
SK,36,2,4,8,1,1,10
SK,70,1,7,3,1,3,5
SK,75,1,3,2,1,4,4
SK,34,2,4,4,1,1,6
SK,79,1,3,4,1,3,4
SK,74,2,3,5,1,3,7
SK,57,1,3,8,1,2,6
SK,64,2,7,7,1,3,3
SK,74,2,3,5,1,3,6
SK,30,2,4,9,1,1,10
SK,34,2,6,4,1,2,7
SK,51,2,4,7,1,4,6
SK,56,1,7,9,2,2,7
SK,54,2,3,7,1,1,7
SK,64,1,3,5,1,3,5
SK,73,2,2,2,1,3,4
SK,74,1,3,2,1,1,8
SK,32,1,4,10,2,3,7
SK,52,2,5,9,1,3,4
SK,32,2,6,5,2,1,7
SK,62,2,3,6,1,3,9
SK,35,1,3,4,1,2,6
SK,30,2,3,2,1,4,8
SK,76,1,2,3,2,4,5
SK,30,1,7,7,2,1,8
SK,54,2,4,8,1,2,5
SK,67,2,3,2,1,2,2
SK,57,2,3,4,1,3,8
SK,54,2,3,7,1,2,7
SK,19,2,4,4,2,3,6
SK,41,2,4,8,1,2,10
SK,65,2,2,1,1,4,6
SK,75,2,3,3,1,4,4
SK,64,2,4,6,1,2,8
SK,64,1,4,5,1,2,6
SK,78,2,3,2,2,4,5
SK,43,1,7,10,1,2,9
SK,63,1,3,4,1,1,8
SK,44,1,4,8,1,2,7
SK,80,2,2,5,1,4,10
SK,27,1,4,10,2,2,6
SK,48,1,4,9,1,2,3
SK,73,1,4,2,1,2,9
SK,39,2,3,5,2,2,8
SK,68,1,4,5,1,3,5
SK,54,2,3,8,1,2,6
SK,36,1,4,9,2,1,10
SK,71,1,3,2,1,4,7
SK,85,2,3,5,1,2,5
SK,70,1,3,5,1,1,9
SK,74,2,3,2,1,1,7
SK,49,2,4,7,2,4,7
SK,35,2,7,9,2,2,7
SK,33,1,7,10,2,2,6
SK,57,1,4,10,1,2,6
SK,56,1,7,8,1,2,8
SK,82,2,2,2,1,4,6
SK,74,1,2,2,1,4,3
SK,54,1,2,1,2,1,7
SK,38,1,4,8,1,1,8
SK,29,2,3,3,2,1,7
SK,82,1,2,4,1,4,6
SK,78,2,3,5,1,3,10
SK,34,1,7,10,2,2,6
SK,87,1,3,3,1,3,6
SK,69,1,2,2,1,3,7
SK,80,1,3,4,1,4,5
SK,58,2,4,6,1,3,6
SK,39,2,1,2,1,2,6
SK,70,2,3,4,1,3,8
SK,57,1,7,10,2,1,7
SK,75,2,2,9,1,4,6
SK,73,1,3,2,1,2,7
SK,74,2,3,2,1,3,3
SK,72,1,2,2,1,5,5
SK,22,1,4,9,2,1,6
SK,60,2,4,9,1,3,7
SK,54,2,4,9,1,2,6
SK,45,1,4,8,2,2,8
SK,77,2,7,3,1,2,7
SK,36,1,5,3,1,2,8
SK,66,2,1,3,1,3,8
SK,21,2,3,10,2,3,5
SK,28,2,4,10,2,2,6
SK,25,2,5,6,1,2,9
SK,21,2,4,7,2,1,10
SK,72,2,2,2,1,4,3
SK,80,1,1,2,1,4,4
SK,63,2,4,6,1,2,2
SK,38,1,4,8,1,2,5
SK,63,1,3,2,1,4,3
SK,69,1,3,5,1,3,6
SK,27,1,4,4,2,1,7
SK,43,2,3,6,1,2,3
SK,52,1,3,1,2,3,8
SK,59,2,4,4,1,2,7
SK,34,1,4,5,2,1,3
SK,56,1,3,9,1,2,8
SK,75,1,3,2,2,3,8
SK,23,1,3,9,2,1,7
SK,36,2,7,4,2,1,9
SK,66,1,3,4,1,3,8
SK,48,2,3,9,1,1,6
SK,59,1,4,7,1,1,10
SK,63,1,7,10,1,1,9
SK,24,2,6,10,2,1,7
SK,79,1,3,3,1,4,4
SK,50,1,4,8,1,3,4
SK,74,2,3,2,1,4,6
SK,36,1,6,9,1,1,10
SK,40,2,5,10,1,1,4
SK,21,2,4,9,2,2,5
SK,71,2,3,6,1,3,2
SK,71,1,4,3,1,4,7
SK,70,1,3,2,2,1,8
SK,80,2,4,2,1,4,8
SK,44,2,4,2,2,2,5
SK,53,1,3,4,2,2,8
SK,67,2,3,2,1,4,5
SK,46,2,3,2,1,4,5
SK,59,1,2,4,1,2,5
SK,68,1,4,2,1,2,3
SK,51,2,7,9,1,2,6
SK,43,2,3,3,1,3,8
SK,31,2,4,9,1,1,10
SK,66,2,3,4,2,2,7
SK,80,2,4,2,1,3,4
SK,36,2,7,10,1,1,8
SK,40,1,4,6,2,2,8
SK,61,2,4,5,1,2,6
SK,34,2,4,7,1,1,10
SK,72,1,3,10,1,2,6
SK,21,2,4,8,2,1,6
SK,55,1,7,8,1,2,7
SK,84,2,4,2,2,5,4
SK,69,2,7,8,1,3,7
SK,41,1,4,7,2,1,8
SK,64,2,3,2,1,4,2
SK,69,1,3,5,1,4,5
SK,50,1,5,10,1,2,4
SK,73,2,4,2,2,3,5
SK,23,2,4,10,2,1,8
SK,83,1,4,2,1,2,9
SK,53,1,3,10,1,2,8
SK,66,1,3,2,2,4,3
SK,37,2,4,7,1,2,6
SK,27,2,7,8,1,1,9
SK,35,1,4,7,1,1,8
SK,61,2,4,2,1,2,6
SK,48,1,3,6,1,2,5
SK,70,1,7,7,1,4,7
SK,72,1,3,5,1,3,7
SK,52,1,3,9,1,3,5
SK,56,2,5,8,1,3,4
SK,49,2,4,10,1,2,6
SK,63,2,3,2,1,2,6
SK,49,1,4,9,1,3,6
SK,70,2,4,3,1,4,10
SK,54,2,7,9,1,2,7
SK,68,1,7,3,1,3,9
SK,72,1,3,6,1,3,3
SK,69,2,3,2,1,3,5
SK,74,1,3,3,1,3,7
SK,37,2,4,9,1,2,8
SK,36,2,4,7,1,1,8
SK,65,1,4,2,1,3,5
SK,35,2,7,8,2,2,8
SK,65,2,5,3,1,3,6
SK,70,1,5,3,1,2,4
SK,65,2,5,2,1,2,8
SK,31,1,4,8,1,3,8
SK,69,2,4,2,1,4,7
SK,70,2,3,3,1,3,6
SK,63,2,4,2,1,3,5
SK,69,1,4,5,1,3,6
SK,59,2,4,7,1,2,4
SK,71,2,2,2,1,3,6
SK,64,2,4,3,1,3,3
SK,53,2,7,5,2,2,8
SK,62,1,3,2,1,2,5
SK,60,1,4,1,2,3,8
SK,44,1,7,10,1,2,8
SK,83,1,5,5,1,3,8
SK,73,2,3,3,1,3,9
SK,64,2,3,6,1,3,5
SK,49,2,4,8,1,2,10
SK,53,2,7,8,1,2,7
SK,54,2,4,7,1,2,7
SK,36,2,3,2,2,3,5
SK,41,1,5,6,1,2,6
SK,50,2,7,7,2,2,4
SK,48,1,3,4,2,2,6
SK,22,1,4,8,2,2,6
SK,67,1,4,5,1,3,7
SK,63,2,4,6,1,2,10
SK,55,2,7,10,1,3,8
SK,74,2,3,3,1,4,5
SK,50,1,3,8,1,2,8
SK,72,2,3,3,1,3,8
SK,74,1,7,8,1,3,9
SK,57,1,4,9,1,3,8
SK,66,1,3,9,1,3,8
SK,74,2,7,2,1,2,8
SK,68,2,3,4,1,4,5
SK,79,2,5,2,1,3,4
SK,89,2,2,2,1,3,8
SK,69,1,3,5,1,3,5
SK,34,1,2,10,1,2,6
SK,63,1,3,2,1,3,2
SK,69,2,4,4,1,3,7
SK,26,2,4,8,1,1,7
SK,73,2,3,3,1,3,3
SK,61,2,4,9,1,1,8
SK,88,1,7,2,1,3,7
SK,74,1,2,5,1,3,8
SK,41,2,7,9,2,1,6
SK,67,2,2,4,1,2,7
SK,18,1,2,5,2,1,6
SK,70,1,2,2,1,4,4
SK,52,1,3,2,1,2,7
SK,24,2,4,4,2,2,4
SK,71,1,3,2,2,3,2
SK,51,2,4,6,1,2,10
SK,36,1,4,8,1,1,10
SK,78,2,4,2,1,3,5
SK,45,2,4,10,1,2,5
SK,32,1,4,6,1,1,8
SK,29,1,5,4,2,1,7
SK,69,2,3,4,1,3,7
SK,63,2,2,5,1,3,10
SK,69,1,4,4,1,2,9
SK,53,1,4,9,1,2,8
SK,66,1,7,7,1,3,7
SK,28,1,4,8,1,3,3
SK,63,2,4,5,1,2,6
SK,68,2,3,7,1,1,8
SK,35,1,4,8,1,2,5
SK,65,2,3,2,1,3,1
SK,78,2,3,3,1,2,6
SK,64,2,2,2,1,4,6
SK,71,2,7,5,2,3,3
SK,42,1,4,7,1,3,8
SK,35,1,7,7,1,2,10
SK,43,1,4,8,1,1,7
SK,37,1,3,3,1,2,9
SK,49,2,5,10,1,2,7
SK,72,2,4,4,1,3,8
SK,55,1,7,5,1,1,8
SK,60,1,3,6,2,2,5
SK,50,1,7,4,1,2,7
SK,73,2,2,5,1,3,7
SK,63,2,3,2,2,2,6
SK,59,1,3,4,1,1,10
SK,61,2,7,7,1,2,5
SK,68,2,4,1,1,3,5
SK,80,2,2,3,1,3,6
SK,73,1,3,4,1,3,5
SK,32,2,5,5,2,1,7
SK,36,1,3,4,2,2,7
SK,38,2,4,9,1,1,8
SK,49,1,4,10,1,2,5
SK,45,1,3,2,2,3,5
SK,17,1,2,10,2,1,10
SK,55,1,4,6,1,3,8
SK,67,2,7,3,1,2,7
SK,64,1,1,2,1,4,8
SK,56,2,5,6,2,2,9
SK,51,1,4,10,1,2,7
SK,57,1,7,9,1,2,7
SK,80,2,2,2,1,4,4
SK,27,2,4,9,2,2,6
SK,63,2,3,4,1,3,7
SK,75,2,3,2,1,4,3
SK,57,1,4,2,2,2,7
SK,65,1,4,2,1,4,4
SK,74,2,3,2,1,3,7
SK,62,1,4,8,1,3,7
SK,74,1,2,2,1,2,4
SK,48,2,3,10,1,3,6
SK,56,1,5,1,1,3,3
SK,62,1,7,4,1,2,7
SK,34,2,4,4,1,1,10
SK,44,2,6,3,1,2,7
SK,59,2,4,5,1,2,6
SK,62,2,3,8,1,3,5
SK,59,1,3,2,1,3,7
SK,59,1,3,5,1,3,4
SK,64,2,3,5,1,4,6
SK,73,1,3,5,1,3,6
SK,46,1,3,10,1,2,7
SK,59,2,4,4,1,3,3
SK,47,2,3,7,1,1,9
SK,78,2,2,2,1,3,3
SK,59,1,3,10,1,4,9
SK,31,2,3,7,2,2,5
SK,72,1,3,2,1,2,7
SK,56,1,3,2,2,5,3
SK,72,1,3,3,1,2,7
SK,80,2,2,2,1,4,6
SK,77,2,4,4,1,4,7
SK,46,2,4,9,1,2,6
SK,68,1,3,9,1,3,7
SK,28,2,4,8,2,1,10
SK,49,1,5,4,1,2,4
SK,36,1,4,10,1,2,3
SK,51,1,4,3,2,3,10
SK,68,2,3,2,1,3,3
SK,77,1,6,3,1,4,8
SK,68,1,3,6,1,2,8
SK,85,2,4,7,1,4,5
SK,68,2,3,2,1,2,6
